공종,공정,공정설명,설비,물질,유해위험요인 분류,유해위험요인 원인,유해위험요인,관련근거(법규),위험 가능성,위험 중대성,위험성,감소대책
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,차량,,1. 기계(설비)적 요인,1.4 충돌위험  부분,"토사 운반트럭 후진중 충돌, 협착","안전보건규칙
제171조 [전도 등의 방지]","중
(2)","소
(1)","낮음
(2)","1. 유도자배치
2. 지반의 부동침하 방지
3. 갓길 붕괴 방지
4. 감속운행"
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,굴삭기,,1. 기계(설비)적 요인,1.4 충돌위험  부분,되메움 토사 운반용 굴삭기 사용시 운전미숙으로 인하여 회전 또는 후진중 근로자와 충돌,-,"중
(2)","소
(1)","낮음
(2)","1. 운전원의 자격유무, 경력 등을 확인
2. 작업반경내 출입 제한 조치"
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,차량,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),유도자 지시없이 운반트럭 후진중 법면으로 추락,"안전보건규칙
제344조 [운반기계등의 유도]","하
(1)","중
(2)","낮음
(2)",1. 운전자 유도자의 유도에 따라 운전
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,차량,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착법면 단부 등으로 작업중 추락,-,"하
(1)","중
(2)","낮음
(2)","1. 굴착법면, 복공판 단부 등에는 추락방지 휀스 설치"
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,굴착사면,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착법면 단부 등으로 작업중 추락,-,"하
(1)","중
(2)","낮음
(2)","1. 굴착법면, 복공판 단부 등에는 추락방지 휀스 설치"
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,굴삭기,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착법면 단부 등으로 작업중 추락,-,"하
(1)","중
(2)","낮음
(2)","1. 굴착법면, 복공판 단부 등에는 추락방지 휀스 설치"
되메움 작업,토사반입 및 되메움실시,토사를 반입하여 굴착면과 구조물 사이에 토사로 메우는 작업,개인보호구,,6. 작업환경요인,6.6 조직 안전문화,개인보호구 미착용하고 작업중 장비등에 접촉,"안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김, 끼임)",로울러 운전원의 갑작스런 로울러 운행으로 협착,-,"중
(2)","소
(1)","낮음
(2)","1. 운전원의 자격유무, 경력 등을 확인
2. 작업 반경내 출입제한 조치"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김, 끼임)",건설기계의 수리 또는 부품 교체시 협착,"안전보건규칙
제206조 [수리 등의 작업시 조치]","중
(2)","소
(1)","낮음
(2)","1. 작업지휘자 지정
2. 작업순서 결정 및 지휘
3. 안전지주 또는 안전블록 사용상황 점검"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",휴식 등 운전위치 이탈시 안전조치 소홀로 장비 전도,"안전보건규칙
제3조 [전도의 방지]","중
(2)","소
(1)","낮음
(2)","1. 작업장 정리정돈
2. 전도예방조치(고정)
3. 시동 키 방치 금지                4. 평지에 정차"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴착 법면, 되메움 토사 법면 하부에서 작업중 토사 붕괴","안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,굴착사면,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","굴착 법면, 되메움 토사 법면 하부에서 작업중 토사 붕괴","안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",다짐 작업시 지반 침하에 의한 장비 전도,"안전보건규칙
제340조 [지반의 붕괴 등에 의한 위험방지]","중
(2)","소
(1)","낮음
(2)","1. 견고한 지반위에 적재
2. 작업 지휘자 지정 및 배치      3. 지반 확인 후 작업 시행"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,1.4 충돌위험 부분,유도자 없이 다짐 작업중 주변 차량계 건설기계에 충돌,"안전보건규칙
제344조 [운반기계등의 유도]","중
(2)","소
(1)","낮음
(2)",1. 운전자 유도자의 유도에 따라 운전
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,1.4 충돌위험 부분,철로 주변에서 다짐 작업중 다가오는 기차를 피하지 못하고 충돌,"안전보건규칙
제40조 [신호]","중
(2)","소
(1)","낮음
(2)",1. 일정한 신호방법 규정
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,롤러,,1. 기계(설비)적 요인,1.4 충돌위험 부분,다짐장비 후진시 경고음 미사용으로 후면부 근로자와 충돌,-,"중
(2)","소
(1)","낮음
(2)","1. 후진시 경고음, 경광등 설치
2. 후방 카메라 설치"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,굴착사면,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),"굴착, 되메움 토사 법면 단부로 추락",-,"하
(1)","중
(2)","낮음
(2)","1. 굴착법면, 복공판 단부 등에는 추락방지 휀스 설치"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,굴착사면,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착 법면 또는 되메움 토사 법면 단부 방호조치 미흡으로 추락,"안전보건규칙
제42조 [추락의 방지]","하
(1)","중
(2)","낮음
(2)","1. 작업발판 설치
2. 안전방망 설치(근로자 안전대 착용)"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,기타 가시설,,6. 작업환경요인,6.3 공간 및 이동통로,통로 미설치 상태에서 무리하게 작업장소로 이동중 실족,"안전보건규칙
제22조 [통로의 설치]","중
(2)","중
(2)","보통
(4)","1. 안전 통로 설치
2. 장애물 제거"
되메움작업,토사다짐,되메움한 토사를 로울러를 이용하여 다짐하는 작업,개인보호구,,6. 작업환경요인,6.6 조직 안전문화,"개인보호구 착용 미흡으로 충돌, 협착","안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,공구류,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김, 끼임)",목재가공용 둥근톱 사용중 톱날에 접촉,"안전보건규칙
제101조 [원형톱기계의 톱날접촉예방장치]","중
(2)","소
(1)","낮음
(2)","
1. 톱날접촉예방장치 설치"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양중 양중기 와이어로프 파단에 의한 낙하,"안전보건규칙
제169조 [꼬임이 끊어진 섬유로프 등의 사용금지]","중
(2)","소
(1)","낮음
(2)","1. 양중기 와이어로프 작업전 손상, 마모,변형 등이 없는지 견고성 확인
2. 꼬임이나 손상된 섬유로프 등의 사용 금지"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양중 인양용 보조로프 절단에 의해 인양 물체 낙하,"안전보건규칙
제35조 [관리감독자의 유해위험방지 업무 등]","중
(2)","소
(1)","낮음
(2)","
1. 관리감독자 점검(별표3의 작업에 대해)
2. 관리감독자의 점검 및 이상조치"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",거푸집 자재를 불안전하게 적재하여 외부 충격 또는 편심하중에 의한 붕괴,"안전보건규칙
제339조 [토석붕괴 위험 방지]","중
(2)","소
(1)","낮음
(2)","1. 거푸집 자재 적재시 붕괴되지 않도록 안전하게 적재
2. 관리감독자 작업 시작 전 작업장소 및 주변 점검"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재 인양시 1줄걸이로 결속하여 인양중 자재 낙하,-,"중
(2)","소
(1)","낮음
(2)",1. 2줄걸이 결결속 수평으로 인양
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",양중기 기계장치 이상으로 조작중 갑작스런 회전 또는 자재 낙하,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","
1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 일정한 신호방법 및 신호자 지정"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","후크 해지장치 미설치로 자재 인양중 후크에서 로프 탈락, 자재 낙하","안전보건규칙
제149조 [해지장치의 사용]","중
(2)","소
(1)","낮음
(2)","
1. 이동식 크레인 해지장치 사용"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재 인양중 카고크레인 등 양중기 붐대가 꺽이면서 자재와 함께 낙하,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","
1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 일정한 신호방법 및 신호자 지정"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),관리감독자 미배치 상태에서 근로자가 무리하게 차량에 올라가다가 추락,"안전보건규칙
제35조 [관리감독자의 유해위험방지 업무 등]","하
(1)","중
(2)","낮음
(2)","
1. 관리감독자 점검(별표3의 작업에 대해)
2. 관리감독자의 점검 및 이상조치"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,공구류,,2. 전기적 요인,2.1 감전(안전전압초과),목재가공용 둥근톱 사용중 감전,"안전보건규칙
제302조 [전기 기계 · 기구의 접지]","중
(2)","소
(1)","낮음
(2)","1. 목재가공용 둥근톱에는 접지, 누전차단기 설치
2. 전기 기계 · 기구의 금속제 외함, 금속제 외피 및 접지
3. 이중절연구조"
거푸집작업,"자재반입, 가공·운반",거푸집 자재를 반입하여 가공하는 작업,기중기(이동식크레인 등),자재,5. 작업특성요인,5.4 근로자 실수(휴먼에러),카고크레인 등 양중기 조작중 조작미숙에 의한 오작동으로 자재 낙하,"안전보건규칙
- 운전원의 자격유무, 경력 확인","중
(2)","소
(1)","낮음
(2)","1. 카고크레인 등 양중기 운전원의 자격유무, 경력 확인                           2. 작업 반경내 출입제한 조치"
거푸집작업,거푸집 동바리 조립,거푸집 동바리를 조립하는 작업,거푸집,자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해체중인 거푸집이 갑자기 근로자에게 낙하,"안전보건규칙
제336조 [조립 등 작업 시의 준수사항]","중
(2)","소
(1)","낮음
(2)","
1. 관계근로자 외 출입금지
2. 날씨가 몹시 나쁜 경우 작업 중지
3. 재료, 기구 또는 공구 등을 올리거나 내리는 경우 달줄 · 달포대 등을 사용
4. 버팀목 설치 및 거푸집동바리 등을 인양장비에 매단 후 작업
5. 양중기로 철근 운반 시 두 군데 이상 묶어서 수평으로 운반
6. 작업위치가 높이 2m이상일 경우 작업발판 설치 또는 안전대 착용"
거푸집작업,거푸집 동바리 조립,거푸집 동바리를 조립하는 작업,,자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",작업중 또는 이동중 불안전하게 적재된 자재가 근로자에게 무너짐,"안전보건규칙
제339조 [토석붕괴 위험 방지]","중
(2)","소
(1)","낮음
(2)","
1. 관리감독자 작업 시작 전 작업장소 및 주변의 부석 · 균열유무, 함수 · 용수 및 동결상태 변화 점검"
